marque;modele;prix;annee;kilometrage;energie;nombre chevaux;code postal
Peugeot;208;21900;2024;5;essence;1006;50110
Renault;Arkana;27590;2023;48998;essence;14022;77120
Renault;Arkana;19290;2022;50677;essence;14022;75014
Renault;Megane E Tech;20800;2023;14387;essence;60220;Bonne affaire
Dacia;Duster;20980;2024;2452;hybride;15042;76600
Peugeot;308 SW;28890;2021;58458;Diesel;121306;86440
Audi;Q2;28990;2023;34132;essence;351507;33370
Peugeot;2008;24990;2022;69408;Diesel;151308125;76600
Peugeot;208;21900;2024;5;essence;1006;50110
Renault;Arkana;27590;2023;48998;essence;14022;77120
Renault;Arkana;19290;2022;50677;essence;14022;75014
Renault;Megane E Tech;20800;2023;14387;essence;60220;Bonne affaire
Dacia;Duster;20980;2024;2452;hybride;15042;76600
Peugeot;308 SW;28890;2021;58458;Diesel;121306;86440
Renault;Arkana;23499;2023;5748;essence;14022;06800
Renault;Captur;19990;2021;49690;hybride;145;69200
Renault;Arkana;20590;2024;8515;essence;14521;21400
Renault;Captur;22490;2025;4000;essence;160;33600
Renault;Arkana;14500;2020;51504;essence;1314022;44400
Peugeot;3008;22990;2021;58254;Diesel;1308;69400
Peugeot;308;26890;2024;25000;Diesel;3081308;85000
Renault;Arkana;28590;2020;76309;essence;14021;69200
Renault;Arkana;19990;2023;32000;hybride;1402;41200
Renault;Arkana;19990;2022;69262;essence;14523;33310
Dacia;Spring;15990;2023;25947;essence;;Super affaire
Peugeot;3008;39590;2025;1000;essence;1456;35133
Dacia;Spring;28990;2024;10947;essence;;78000
Audi;Q2;21790;2022;39300;Diesel;351507;33260
Renault;Captur;39514;2021;22617;essence;140;69140
Audi;A3;23900;2022;48238;Diesel;351507;44700
Peugeot;2008;17490;2019;36503;Diesel;20081308;24100
Volkswagen;T-Roc Cabriolet;32900;2023;31317;essence;151507;73290
Renault;Arkana;15990;2024;2944;hybride;14523;13400
Renault;Megane E Tech;10980;2023;47990;essence;60220;Super affaire
Renault;Arkana;16990;2022;59413;essence;14523;47200
Renault;Arkana;21990;2021;51620;essence;14022;06800
Peugeot;e-208;14490;2022;30082;essence;20850136;91200
Renault;Clio;18290;2023;3119;essence;145;24750
Renault;Arkana;32990;2024;10900;hybride;14523;33310
Peugeot;308 SW;17890;2024;19142;hybride;3081308;71000
Renault;Arkana;21790;2024;26336;Diesel;14523;76600
Renault;Clio;36990;2022;28107;essence;145;78190
Renault;Megane;21990;2021;60021;essence;160;37170
Renault;Clio;26990;2024;2819;hybride;145;04100
Peugeot;308;44890;2019;73045;Diesel;201808;76600
Renault;Arkana;35990;2024;25000;hybride;14523;78190
Renault;Arkana;23500;2024;15728;Diesel;16022;69200
Renault;Megane E Tech;23490;2021;77948;essence;40130;Super affaire
Mercedes-Benz;GLA;17490;2024;8000;essence;2001508;78630
Volkswagen;T-Roc;24490;2024;22789;Diesel;151507;36000
Peugeot;3008;14990;2021;76289;Diesel;1366;06800
Renault;Megane E Tech;17890;2021;57968;essence;60220;19460
Peugeot;2008;21990;2023;9186;essence;1308;02100
Renault;Captur;43990;2017;52160;essence;14521;71000
Peugeot;3008;24880;2024;19400;essence;43008;59160
Citroën;C3;24000;2024;7504;Diesel;1106;34120
Mercedes-Benz;Classe C;22990;2023;10437;essence;3009;84100
Renault;Captur;25987;2020;71346;essence;145;78190
Peugeot;2008;22690;2024;7118;essence;1308;89000
Renault;Arkana;30990;2024;3000;essence;1602;13008
Renault;Captur;19999;2022;36560;essence;155;06800
Volkswagen;Golf;18990;2020;47349;essence;201507;63170
Peugeot;2008;22690;2024;7118;essence;1308;89000
Renault;Arkana;30990;2024;3000;essence;1602;13008
Renault;Captur;19999;2022;36560;essence;155;06800
Volkswagen;Golf;18990;2020;47349;essence;201507;63170
Renault;Arkana;24990;2024;110;essence;16023;31100
Peugeot;3008;29500;2021;50365;essence;161808;68110
Renault;Arkana;10990;2025;4000;essence;14523;93500
Peugeot;2008;42790;2018;50874;essence;121308;59410
Renault;Captur;12490;2020;118715;Diesel;145;10200
Citroën;C3;18990;2022;43275;essence;31106;78130
Peugeot;3008;21990;2020;75647;essence;1366;83500
Renault;Arkana;16490;2024;3325;hybride;14523;06150
Peugeot;2008;27998;2023;63340;essence;1308;83500
Volkswagen;T-Roc;16990;2024;9903;Diesel;1521507;11000
Peugeot;3008;17490;2022;130245;Diesel;121306;62400
Renault;Megane;22450;2021;60080;essence;140;28200
Peugeot;e-208;14990;2022;6489;essence;50136;Bonne affaire
Peugeot;e-208;20490;2022;21883;essence;50136;78180
Peugeot;3008;31990;2021;40100;essence;43008;67800
Peugeot;3008;51890;2019;47854;Diesel;2258;68110
Mercedes-Benz;GLC;19990;2022;38129;hybride;3004;54520
Renault;Arkana;25990;2021;85002;essence;1614521;49300
Peugeot;308;21650;2021;75993;Diesel;1306;83600
Renault;Arkana;10990;2022;39948;essence;140;49000
Peugeot;308 SW;24890;2020;113453;Diesel;1308;40800
Renault;Arkana;39990;2022;22421;essence;14022;06800
Peugeot;3008;24490;2019;79053;essence;1308;91300
Renault;Megane E Tech;23990;2023;31750;essence;60220;Bonne affaire
Peugeot;308;16490;2023;14882;essence;1306;40100
Renault;Captur;29000;2022;77778;essence;14521;59160
Renault;Clio;13990;2020;31516;essence;140;69400
Peugeot;e-208;27990;2022;55818;essence;208136;59190
Renault;Arkana;12990;2023;10437;essence;16022;21200
Renault;Arkana;25990;2023;42369;essence;14521;21200
Peugeot;e-208;35485;2018;72500;essence;50136;83600
Peugeot;2008;23490;2023;1525;essence;1213087;68110
Peugeot;3008;13990;2021;75977;essence;1366;44140
Audi;A3;24900;2022;24741;essence;3515076;59650
Peugeot;e-208;20990;2021;27778;hybride;20850136;85300
Renault;Arkana;18990;2021;78869;essence;14523;33600
Peugeot;2008;15990;2023;18820;essence;1308;83500
Renault;Clio;22990;2024;7722;essence;14021;93100
Mercedes-Benz;GLC;61739;2023;58579;essence;30094;26000
Renault;Arkana;37990;2021;17900;essence;14521;35400
Mercedes-Benz;Classe C;21299;2021;110528;Diesel;220;68390
Renault;Arkana;24990;2023;23472;essence;14022;06800
Renault;Megane;10990;2024;6800;essence;1511523;85300
Dacia;Spring;24990;2023;10293;hybride;;77600
Peugeot;e-208;26990;2023;27222;essence;20850136;16100
Renault;Arkana;28990;2024;6366;essence;14021;77120
Renault;Arkana;23900;2022;22883;essence;14021;91310
Peugeot;3008;22990;2021;113228;Diesel;2258;89000
Peugeot;3008;14990;2023;21605;essence;1308;89000
Peugeot;208;17899;2017;70114;essence;1008;56000
Peugeot;2008;32785;2023;34800;essence;121558;67500
Renault;Captur;16440;2020;72782;essence;115;11000
Peugeot;308;10490;2022;38328;essence;1808;53000
Peugeot;e-208;24490;2025;123;hybride;50136;83720
Renault;Clio;24650;2024;16006;essence;14525;64100
Peugeot;e-208;29990;2022;47721;hybride;20850136;Super affaire
Renault;Arkana;27990;2022;56324;essence;1452;71000
Peugeot;3008;21690;2020;73407;Diesel;1308;94340
Renault;Captur;17000;2022;86710;essence;14521;89100
Peugeot;3008;17990;2023;11848;essence;121306;50200
Peugeot;3008;34900;2020;52638;Diesel;2258;44700
Peugeot;208;13990;2020;106541;essence;1008;14800
Renault;Arkana;22799;2025;6000;essence;14022;06800
Peugeot;e-208;36900;2022;40614;essence;20851156;36250
Audi;Q2;17500;2023;10470;essence;141507;78140
Peugeot;208;34990;2023;21231;essence;1008;53000
Renault;Arkana;25790;2024;7629;essence;14523;13008
Peugeot;208;17990;2019;78728;essence;121008;62100
Peugeot;e-208;17480;2021;74662;essence;51156;50200
Renault;Captur;20900;2025;9900;essence;145;91150
Renault;Arkana;55490;2022;31590;essence;14522;78190
Peugeot;208;34990;2023;21231;essence;1008;53000
Renault;Arkana;25790;2024;7629;essence;14523;13008
Peugeot;208;17990;2019;78728;essence;121008;62100
Peugeot;e-208;17480;2021;74662;essence;51156;50200
Renault;Captur;20900;2025;9900;essence;145;91150
Renault;Arkana;55490;2022;31590;essence;14522;78190
Peugeot;208;34990;2023;21231;essence;1008;53000
Renault;Arkana;25790;2024;7629;essence;14523;13008
Peugeot;208;17990;2019;78728;essence;121008;62100
Peugeot;e-208;17480;2021;74662;essence;51156;50200
Renault;Captur;20900;2025;9900;essence;145;91150
Renault;Arkana;55490;2022;31590;essence;14522;78190
Renault;Arkana;18890;2024;5223;hybride;14523;78190
Renault;Captur;19390;2020;21063;essence;16160;85000
Peugeot;3008;14990;2022;67640;essence;1308;69400
Peugeot;208;21489;2022;14006;essence;1006;83500
Peugeot;2008;18490;2025;3500;hybride;1308;93140
Peugeot;308;19900;2024;13272;essence;1808;49000
Peugeot;308;26420;2023;19500;essence;3081308;85400
Peugeot;208;21490;2021;59700;essence;2081008;71000
Peugeot;3008;18990;2019;62574;essence;121308;38200
Renault;Captur;25990;2024;7000;essence;155;05000
Renault;Arkana;31270;2022;45296;Diesel;16145;49000
Renault;Arkana;16990;2024;22537;Diesel;145;40140
Renault;Arkana;32990;2024;10450;essence;14523;76600
Toyota;Yaris Cross;28790;2021;101830;Diesel;1302;07100
Peugeot;308;17990;2020;43197;essence;1808;33110
Volkswagen;Golf;19490;2022;17960;Diesel;201157;73490
Peugeot;3008;23490;2023;27500;essence;1308;94120
Renault;Captur;26000;2023;30506;essence;14521;76600
Peugeot;3008;24990;2023;8171;essence;1308;83100
Peugeot;e-208;13790;2023;36676;Diesel;50136;Super affaire
Peugeot;e-208;13390;2024;17472;essence;50136;78180
Peugeot;e-2008;19900;2021;47311;essence;2008136;Super affaire
Renault;Arkana;28390;2023;4920;hybride;14022;69200
Renault;Arkana;23999;2022;29266;essence;145;92400
Peugeot;208;22490;2022;14911;hybride;1008;83400
Peugeot;3008;21990;2021;36511;essence;30082258;17430
Renault;Clio;17990;2020;22212;essence;130;22100
Peugeot;308;30990;2018;105402;Diesel;3081308;79300
Renault;Captur;25990;2020;10134;hybride;145;76000
Mercedes-Benz;GLC;33900;2021;68894;Diesel;2504;67590
Renault;Clio;20790;2020;41735;essence;140;93100
Peugeot;2008;19990;2024;34444;essence;1308;38121
Peugeot;e-2008;16400;2025;5000;essence;2008136;17110
Mercedes-Benz;GLA;49900;2025;4900;essence;2502477;67800
Renault;Arkana;22990;2023;16630;essence;14022;33310
Renault;Megane E Tech;34580;2023;29360;hybride;60130;21000
Peugeot;308;26990;2022;54342;essence;1308;50110
Renault;Arkana;24750;2022;47500;hybride;14022;69200
Renault;Arkana;18490;2021;44902;essence;14022;33140
Volkswagen;Polo;22990;2020;68000;Diesel;10957;06200
Renault;Captur;16490;2022;25990;Diesel;145;47300
Peugeot;308 SW;26990;2024;13471;Diesel;1808;83400
Peugeot;2008;18990;2022;101253;Diesel;151308125;67800
Peugeot;e-208;41500;2021;137095;essence;208156;68110
Renault;Arkana;18999;2024;5;essence;16022;69200
Peugeot;3008;23990;2025;5000;essence;2258;59187
Peugeot;308 SW;26990;2019;32890;essence;3081308;17810
Peugeot;308 SW;15990;2023;20653;hybride;3081308;79300
Renault;Captur;16690;2023;15000;hybride;145;13120
Renault;Clio;21990;2022;29954;essence;90;77600
Renault;Arkana;19990;2020;70421;hybride;14022;28630
Renault;Arkana;17990;2023;50192;essence;14022;77120
Renault;Megane E Tech;17590;2020;75437;essence;160;76600
Renault;Megane;24990;2021;61600;essence;115;26200
Renault;Captur;22990;2023;39129;essence;160;77600
Peugeot;2008;21900;2021;70060;Diesel;1308;35510
Peugeot;e-208;16490;2021;18421;essence;20850136;24750
Peugeot;e-208;18590;2022;46279;essence;20850136;Bonne affaire
Peugeot;e-208;29690;2022;35000;essence;50136;24750
Renault;Arkana;34990;2024;28132;hybride;14523;78000
Volkswagen;Tiguan;18490;2023;24000;essence;2015076;75015
Renault;Arkana;14900;2020;55454;essence;14523;13011
Peugeot;e-208;21490;2024;7500;essence;20851156;24750
Peugeot;e-208;15490;2023;10690;hybride;20850136;Bonne affaire
Peugeot;3008;24990;2023;4500;essence;1308;85000
Peugeot;e-208;13490;2022;28586;essence;50136;50200
Peugeot;3008;21590;2020;63108;hybride;2258;69400
Peugeot;e-208;35490;2024;8000;essence;51156;89300
Dacia;Journey;29189;2024;19047;Diesel;1614042;85600
Renault;Megane;17150;2020;47408;hybride;115;59230
Peugeot;208;20990;2018;78700;Diesel;1008;19460
Renault;Arkana;16890;2023;17217;essence;1314022;44400
Renault;Clio;27990;2022;23095;essence;90;77186
Peugeot;308;20990;2024;14027;hybride;1308;62600
Peugeot;308 SW;30850;2023;26675;essence;1808;59220
Renault;Captur;15590;2021;144981;Diesel;160;37170
Renault;Captur;15890;2022;10422;essence;145;78700
Renault;Arkana;16890;2023;17217;essence;1314022;44400
Renault;Clio;27990;2022;23095;essence;90;77186
Peugeot;308;20990;2024;14027;hybride;1308;62600
Peugeot;308 SW;30850;2023;26675;essence;1808;59220
Renault;Captur;15590;2021;144981;Diesel;160;37170
Renault;Captur;15890;2022;10422;essence;145;78700
Renault;Arkana;16890;2023;17217;essence;1314022;44400
Renault;Clio;27990;2022;23095;essence;90;77186
Peugeot;308;20990;2024;14027;hybride;1308;62600
Peugeot;308 SW;30850;2023;26675;essence;1808;59220
Renault;Captur;15590;2021;144981;Diesel;160;37170
Renault;Captur;15890;2022;10422;essence;145;78700
Peugeot;3008;22990;2021;70446;essence;30082258;17810
Peugeot;e-208;29990;2022;52499;essence;20851156;44600
Renault;Captur;24990;2024;30469;essence;145;76600
Renault;Captur;23990;2020;46352;essence;145;86100
Peugeot;3008;16900;2025;3578;hybride;2258;11000
Peugeot;2008;22790;2021;32614;hybride;1308;35510
Peugeot;3008;17400;2023;28294;essence;30081308;78200
Mercedes-Benz;GLA;24890;2018;117000;Diesel;22047;18230
Peugeot;e-2008;22990;2022;64594;essence;136;Super affaire
Peugeot;3008;20390;2023;39800;essence;30081308;83160
Renault;Captur;20980;2020;27151;hybride;14521;95220
Renault;Arkana;24590;2023;29708;essence;14022;37170
Mercedes-Benz;GLA;24890;2018;117000;Diesel;22047;18230
Peugeot;e-2008;22990;2022;64594;essence;136;Super affaire
Peugeot;3008;20390;2023;39800;essence;30081308;83160
Renault;Captur;20980;2020;27151;hybride;14521;95220
Renault;Arkana;24590;2023;29708;essence;14022;37170
Mercedes-Benz;GLA;24890;2018;117000;Diesel;22047;18230
Peugeot;e-2008;22990;2022;64594;essence;136;Super affaire
Peugeot;3008;20390;2023;39800;essence;30081308;83160
Renault;Captur;20980;2020;27151;hybride;14521;95220
Renault;Arkana;24590;2023;29708;essence;14022;37170
Mercedes-Benz;GLA;24890;2018;117000;Diesel;22047;18230
Peugeot;e-2008;22990;2022;64594;essence;136;Super affaire
Peugeot;3008;20390;2023;39800;essence;30081308;83160
Renault;Captur;20980;2020;27151;hybride;14521;95220
Renault;Arkana;24590;2023;29708;essence;14022;37170
Mercedes-Benz;GLA;24890;2018;117000;Diesel;22047;18230
Peugeot;e-2008;22990;2022;64594;essence;136;Super affaire
Peugeot;3008;20390;2023;39800;essence;30081308;83160
Renault;Captur;20980;2020;27151;hybride;14521;95220
Renault;Arkana;24590;2023;29708;essence;14022;37170
Mercedes-Benz;GLA;24890;2018;117000;Diesel;22047;18230
Peugeot;e-2008;22990;2022;64594;essence;136;Super affaire
Peugeot;3008;20390;2023;39800;essence;30081308;83160
Renault;Captur;20980;2020;27151;hybride;14521;95220
Renault;Arkana;24590;2023;29708;essence;14022;37170
Mercedes-Benz;GLA;24890;2018;117000;Diesel;22047;18230
Peugeot;e-2008;22990;2022;64594;essence;136;Super affaire
Peugeot;3008;20390;2023;39800;essence;30081308;83160
Renault;Captur;20980;2020;27151;hybride;14521;95220
Renault;Arkana;24590;2023;29708;essence;14022;37170
Mercedes-Benz;GLA;24890;2018;117000;Diesel;22047;18230
Peugeot;e-2008;22990;2022;64594;essence;136;Super affaire
Peugeot;3008;20390;2023;39800;essence;30081308;83160
Renault;Captur;20980;2020;27151;hybride;14521;95220
Renault;Arkana;24590;2023;29708;essence;14022;37170
Mercedes-Benz;GLA;24890;2018;117000;Diesel;22047;18230
Peugeot;e-2008;22990;2022;64594;essence;136;Super affaire
Peugeot;3008;20390;2023;39800;essence;30081308;83160
Renault;Captur;20980;2020;27151;hybride;14521;95220
Renault;Arkana;24590;2023;29708;essence;14022;37170
Mercedes-Benz;GLA;24890;2018;117000;Diesel;22047;18230
Peugeot;e-2008;22990;2022;64594;essence;136;Super affaire
Peugeot;3008;20390;2023;39800;essence;30081308;83160
Renault;Captur;20980;2020;27151;hybride;14521;95220
Renault;Arkana;24590;2023;29708;essence;14022;37170
Mercedes-Benz;GLA;24890;2018;117000;Diesel;22047;18230
Peugeot;e-2008;22990;2022;64594;essence;136;Super affaire
Peugeot;3008;20390;2023;39800;essence;30081308;83160
Renault;Captur;20980;2020;27151;hybride;14521;95220
Renault;Arkana;24590;2023;29708;essence;14022;37170
Mercedes-Benz;GLA;24890;2018;117000;Diesel;22047;18230
Peugeot;e-2008;22990;2022;64594;essence;136;Super affaire
Peugeot;3008;20390;2023;39800;essence;30081308;83160
Renault;Captur;20980;2020;27151;hybride;14521;95220
Renault;Arkana;24590;2023;29708;essence;14022;37170
Mercedes-Benz;GLA;24890;2018;117000;Diesel;22047;18230
Peugeot;e-2008;22990;2022;64594;essence;136;Super affaire
Peugeot;3008;20390;2023;39800;essence;30081308;83160
Renault;Captur;20980;2020;27151;hybride;14521;95220
Renault;Arkana;24590;2023;29708;essence;14022;37170
Mercedes-Benz;GLA;24890;2018;117000;Diesel;22047;18230
Peugeot;e-2008;22990;2022;64594;essence;136;Super affaire
Peugeot;3008;20390;2023;39800;essence;30081308;83160
Renault;Captur;20980;2020;27151;hybride;14521;95220
Renault;Arkana;24590;2023;29708;essence;14022;37170
Mercedes-Benz;GLA;24890;2018;117000;Diesel;22047;18230
Peugeot;e-2008;22990;2022;64594;essence;136;Super affaire
Peugeot;3008;20390;2023;39800;essence;30081308;83160
Renault;Captur;20980;2020;27151;hybride;14521;95220
Renault;Arkana;24590;2023;29708;essence;14022;37170
Mercedes-Benz;GLA;24890;2018;117000;Diesel;22047;18230
Peugeot;e-2008;22990;2022;64594;essence;136;Super affaire
Peugeot;3008;20390;2023;39800;essence;30081308;83160
Renault;Captur;20980;2020;27151;hybride;14521;95220
Renault;Arkana;24590;2023;29708;essence;14022;37170
Mercedes-Benz;GLA;24890;2018;117000;Diesel;22047;18230
Peugeot;e-2008;22990;2022;64594;essence;136;Super affaire
Peugeot;3008;20390;2023;39800;essence;30081308;83160
Renault;Captur;20980;2020;27151;hybride;14521;95220
Renault;Arkana;24590;2023;29708;essence;14022;37170
Renault;Arkana;27000;2022;25969;essence;14022;06150
Renault;Megane E Tech;29900;2022;78520;hybride;60220;Bonne affaire
Peugeot;3008;30490;2024;14025;essence;1213086;52200
Renault;Captur;17400;2025;8000;essence;16021;59220
Peugeot;e-2008;22990;2018;57078;Diesel;136;92100
Peugeot;3008;27990;2021;97294;Diesel;300843008;Super affaire
Volkswagen;Golf;37308;2025;7000;Diesel;151507;37170
Peugeot;e-208;34990;2022;37800;essence;50136;95520
Renault;Clio;20990;2022;21648;essence;145;91200
Renault;Clio;20990;2022;21648;essence;145;91200
Renault;Clio;23990;2021;18352;essence;14021;64100
Peugeot;308 SW;17490;2023;19360;hybride;121308;76600
Peugeot;208;14900;2021;40666;essence;1106;83600
Renault;Captur;14690;2023;10770;essence;13160;85500
Peugeot;e-208;25990;2020;86945;essence;20850136;Bonne affaire
Peugeot;e-2008;16290;2024;11393;hybride;136;17430
Renault;Arkana;28490;2024;6244;Diesel;145;Super affaire
Peugeot;e-2008;35990;2022;68125;essence;136;Super affaire
Renault;Arkana;16499;2020;52354;essence;14022;33110
Peugeot;e-2008;15690;2021;81090;essence;136;Super affaire
Renault;Megane;43490;2022;82986;Diesel;11520;13008
Audi;Q2;17990;2020;63898;essence;351507;37170
Renault;Arkana;21790;2020;23600;essence;14523;59552
Volkswagen;Golf;19990;2021;121282;Diesel;2015071;73490
Peugeot;308;24450;2023;28451;essence;1308;14600
Renault;Megane;22990;2023;21507;essence;115;33520
Peugeot;3008;23990;2021;52223;essence;1308;33700
Renault;Arkana;19990;2020;80870;hybride;14022;21200
Renault;Captur;13499;2023;11073;essence;14521;77600
Peugeot;3008;42878;2025;10;essence;1366;14400
Peugeot;308 SW;25990;2023;30500;Diesel;3081308;79300
Peugeot;308;16690;2022;77218;Diesel;1308;85000
Peugeot;e-208;21999;2024;4748;hybride;50136;Bonne affaire
Peugeot;3008;25690;2024;9500;essence;1308;33310
